healthy_index,healthy_path,healthy_stem,label_global_index,label_path,label_stem,case_dir,center,crop_bounds,used_label_crop_voxels,final_label_voxels
46,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI548-IOP-1150-T1_preprocessed.nii.gz,IXI548-IOP-1150-T1,128,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02977-101-seg.nii.gz,BraTS-GLI-02977-101,data\IXI_GLI\IXI548-IOP-1150-T1__BraTS-GLI-02977-101,"[73, 141, 119]","{""x_min"": 25, ""x_max"": 121, ""y_min"": 93, ""y_max"": 189, ""z_min"": 71, ""z_max"": 167}",22321,22321
47,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI388-IOP-0973-T1_preprocessed.nii.gz,IXI388-IOP-0973-T1,129,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-00556-100-seg.nii.gz,BraTS-GLI-00556-100,data\IXI_GLI\IXI388-IOP-0973-T1__BraTS-GLI-00556-100,"[140, 183, 153]","{""x_min"": 92, ""x_max"": 188, ""y_min"": 135, ""y_max"": 231, ""z_min"": 105, ""z_max"": 201}",32339,32339
48,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI153-Guys-0782-T1_preprocessed.nii.gz,IXI153-Guys-0782-T1,134,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02368-100-seg.nii.gz,BraTS-GLI-02368-100,data\IXI_GLI\IXI153-Guys-0782-T1__BraTS-GLI-02368-100,"[148, 48, 124]","{""x_min"": 100, ""x_max"": 196, ""y_min"": 0, ""y_max"": 96, ""z_min"": 76, ""z_max"": 172}",15297,15297
49,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI568-HH-2607-T1_preprocessed.nii.gz,IXI568-HH-2607-T1,136,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02199-100-seg.nii.gz,BraTS-GLI-02199-100,data\IXI_GLI\IXI568-HH-2607-T1__BraTS-GLI-02199-100,"[61, 143, 97]","{""x_min"": 13, ""x_max"": 109, ""y_min"": 95, ""y_max"": 191, ""z_min"": 49, ""z_max"": 145}",27019,27019
50,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI596-IOP-1160-T1_preprocessed.nii.gz,IXI596-IOP-1160-T1,139,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02845-101-seg.nii.gz,BraTS-GLI-02845-101,data\IXI_GLI\IXI596-IOP-1160-T1__BraTS-GLI-02845-101,"[143, 72, 50]","{""x_min"": 95, ""x_max"": 191, ""y_min"": 24, ""y_max"": 120, ""z_min"": 2, ""z_max"": 98}",10598,10598
51,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI455-Guys-0981-T1_preprocessed.nii.gz,IXI455-Guys-0981-T1,141,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02958-100-seg.nii.gz,BraTS-GLI-02958-100,data\IXI_GLI\IXI455-Guys-0981-T1__BraTS-GLI-02958-100,"[71, 144, 63]","{""x_min"": 23, ""x_max"": 119, ""y_min"": 96, ""y_max"": 192, ""z_min"": 15, ""z_max"": 111}",26692,26692
52,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI632-HH-2652-T1_preprocessed.nii.gz,IXI632-HH-2652-T1,142,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02068-101-seg.nii.gz,BraTS-GLI-02068-101,data\IXI_GLI\IXI632-HH-2652-T1__BraTS-GLI-02068-101,"[123, 82, 166]","{""x_min"": 75, ""x_max"": 171, ""y_min"": 34, ""y_max"": 130, ""z_min"": 118, ""z_max"": 214}",26452,26452
53,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI249-Guys-1072-T1_preprocessed.nii.gz,IXI249-Guys-1072-T1,143,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02084-100-seg.nii.gz,BraTS-GLI-02084-100,data\IXI_GLI\IXI249-Guys-1072-T1__BraTS-GLI-02084-100,"[115, 61, 117]","{""x_min"": 67, ""x_max"": 163, ""y_min"": 13, ""y_max"": 109, ""z_min"": 69, ""z_max"": 165}",22827,22827
54,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI376-Guys-0938-T1_preprocessed.nii.gz,IXI376-Guys-0938-T1,146,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02524-102-seg.nii.gz,BraTS-GLI-02524-102,data\IXI_GLI\IXI376-Guys-0938-T1__BraTS-GLI-02524-102,"[158, 103, 183]","{""x_min"": 110, ""x_max"": 206, ""y_min"": 55, ""y_max"": 151, ""z_min"": 135, ""z_max"": 231}",15216,15216
55,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI024-Guys-0705-T1_preprocessed.nii.gz,IXI024-Guys-0705-T1,151,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02196-101-seg.nii.gz,BraTS-GLI-02196-101,data\IXI_GLI\IXI024-Guys-0705-T1__BraTS-GLI-02196-101,"[172, 120, 172]","{""x_min"": 124, ""x_max"": 220, ""y_min"": 72, ""y_max"": 168, ""z_min"": 124, ""z_max"": 220}",75157,75157
56,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI601-HH-2700-T1_preprocessed.nii.gz,IXI601-HH-2700-T1,155,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02765-101-seg.nii.gz,BraTS-GLI-02765-101,data\IXI_GLI\IXI601-HH-2700-T1__BraTS-GLI-02765-101,"[143, 73, 123]","{""x_min"": 95, ""x_max"": 191, ""y_min"": 25, ""y_max"": 121, ""z_min"": 75, ""z_max"": 171}",49426,49426
57,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI442-IOP-1041-T1_preprocessed.nii.gz,IXI442-IOP-1041-T1,158,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02775-100-seg.nii.gz,BraTS-GLI-02775-100,data\IXI_GLI\IXI442-IOP-1041-T1__BraTS-GLI-02775-100,"[135, 193, 160]","{""x_min"": 87, ""x_max"": 183, ""y_min"": 145, ""y_max"": 241, ""z_min"": 112, ""z_max"": 208}",23759,23759
58,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI341-Guys-0906-T1_preprocessed.nii.gz,IXI341-Guys-0906-T1,160,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02132-103-seg.nii.gz,BraTS-GLI-02132-103,data\IXI_GLI\IXI341-Guys-0906-T1__BraTS-GLI-02132-103,"[169, 96, 128]","{""x_min"": 121, ""x_max"": 217, ""y_min"": 48, ""y_max"": 144, ""z_min"": 80, ""z_max"": 176}",84585,84585
59,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI613-HH-2734-T1_preprocessed.nii.gz,IXI613-HH-2734-T1,164,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-03015-101-seg.nii.gz,BraTS-GLI-03015-101,data\IXI_GLI\IXI613-HH-2734-T1__BraTS-GLI-03015-101,"[169, 119, 117]","{""x_min"": 121, ""x_max"": 217, ""y_min"": 71, ""y_max"": 167, ""z_min"": 69, ""z_max"": 165}",25346,25346
60,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI351-Guys-0914-T1_preprocessed.nii.gz,IXI351-Guys-0914-T1,169,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02196-104-seg.nii.gz,BraTS-GLI-02196-104,data\IXI_GLI\IXI351-Guys-0914-T1__BraTS-GLI-02196-104,"[191, 90, 95]","{""x_min"": 143, ""x_max"": 239, ""y_min"": 42, ""y_max"": 138, ""z_min"": 47, ""z_max"": 143}",76347,76347
61,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI469-IOP-1136-T1_preprocessed.nii.gz,IXI469-IOP-1136-T1,175,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02772-100-seg.nii.gz,BraTS-GLI-02772-100,data\IXI_GLI\IXI469-IOP-1136-T1__BraTS-GLI-02772-100,"[137, 163, 146]","{""x_min"": 89, ""x_max"": 185, ""y_min"": 115, ""y_max"": 211, ""z_min"": 98, ""z_max"": 194}",43333,43333
62,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI651-Guys-1118-T1_preprocessed.nii.gz,IXI651-Guys-1118-T1,177,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02137-100-seg.nii.gz,BraTS-GLI-02137-100,data\IXI_GLI\IXI651-Guys-1118-T1__BraTS-GLI-02137-100,"[97, 197, 101]","{""x_min"": 49, ""x_max"": 145, ""y_min"": 149, ""y_max"": 245, ""z_min"": 53, ""z_max"": 149}",41062,41062
63,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI229-Guys-0980-T1_preprocessed.nii.gz,IXI229-Guys-0980-T1,182,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-00507-100-seg.nii.gz,BraTS-GLI-00507-100,data\IXI_GLI\IXI229-Guys-0980-T1__BraTS-GLI-00507-100,"[90, 102, 178]","{""x_min"": 42, ""x_max"": 138, ""y_min"": 54, ""y_max"": 150, ""z_min"": 130, ""z_max"": 226}",12942,12942
64,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI136-HH-1452-T1_preprocessed.nii.gz,IXI136-HH-1452-T1,185,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02193-105-seg.nii.gz,BraTS-GLI-02193-105,data\IXI_GLI\IXI136-HH-1452-T1__BraTS-GLI-02193-105,"[108, 127, 135]","{""x_min"": 60, ""x_max"": 156, ""y_min"": 79, ""y_max"": 175, ""z_min"": 87, ""z_max"": 183}",64064,64064
65,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI512-Guys-1054-T1_preprocessed.nii.gz,IXI512-Guys-1054-T1,188,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02337-100-seg.nii.gz,BraTS-GLI-02337-100,data\IXI_GLI\IXI512-Guys-1054-T1__BraTS-GLI-02337-100,"[68, 108, 80]","{""x_min"": 20, ""x_max"": 116, ""y_min"": 60, ""y_max"": 156, ""z_min"": 32, ""z_max"": 128}",61812,61812
66,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI027-Guys-0710-T1_preprocessed.nii.gz,IXI027-Guys-0710-T1,192,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02164-103-seg.nii.gz,BraTS-GLI-02164-103,data\IXI_GLI\IXI027-Guys-0710-T1__BraTS-GLI-02164-103,"[72, 178, 98]","{""x_min"": 24, ""x_max"": 120, ""y_min"": 130, ""y_max"": 226, ""z_min"": 50, ""z_max"": 146}",26305,26305
67,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI470-IOP-1030-T1_preprocessed.nii.gz,IXI470-IOP-1030-T1,194,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02254-101-seg.nii.gz,BraTS-GLI-02254-101,data\IXI_GLI\IXI470-IOP-1030-T1__BraTS-GLI-02254-101,"[145, 185, 127]","{""x_min"": 97, ""x_max"": 193, ""y_min"": 137, ""y_max"": 233, ""z_min"": 79, ""z_max"": 175}",18115,18115
68,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI494-Guys-1008-T1_preprocessed.nii.gz,IXI494-Guys-1008-T1,195,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02197-100-seg.nii.gz,BraTS-GLI-02197-100,data\IXI_GLI\IXI494-Guys-1008-T1__BraTS-GLI-02197-100,"[141, 114, 187]","{""x_min"": 93, ""x_max"": 189, ""y_min"": 66, ""y_max"": 162, ""z_min"": 139, ""z_max"": 235}",30584,30584
69,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI121-Guys-0772-T1_preprocessed.nii.gz,IXI121-Guys-0772-T1,200,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02858-101-seg.nii.gz,BraTS-GLI-02858-101,data\IXI_GLI\IXI121-Guys-0772-T1__BraTS-GLI-02858-101,"[82, 112, 138]","{""x_min"": 34, ""x_max"": 130, ""y_min"": 64, ""y_max"": 160, ""z_min"": 90, ""z_max"": 186}",19616,19616
70,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI090-Guys-0800-T1_preprocessed.nii.gz,IXI090-Guys-0800-T1,204,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02217-100-seg.nii.gz,BraTS-GLI-02217-100,data\IXI_GLI\IXI090-Guys-0800-T1__BraTS-GLI-02217-100,"[128, 81, 62]","{""x_min"": 80, ""x_max"": 176, ""y_min"": 33, ""y_max"": 129, ""z_min"": 14, ""z_max"": 110}",26559,26559
71,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI515-HH-2377-T1_preprocessed.nii.gz,IXI515-HH-2377-T1,210,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02382-100-seg.nii.gz,BraTS-GLI-02382-100,data\IXI_GLI\IXI515-HH-2377-T1__BraTS-GLI-02382-100,"[109, 57, 81]","{""x_min"": 61, ""x_max"": 157, ""y_min"": 9, ""y_max"": 105, ""z_min"": 33, ""z_max"": 129}",60093,60093
72,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI483-HH-2177-T1_preprocessed.nii.gz,IXI483-HH-2177-T1,220,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02788-100-seg.nii.gz,BraTS-GLI-02788-100,data\IXI_GLI\IXI483-HH-2177-T1__BraTS-GLI-02788-100,"[112, 84, 178]","{""x_min"": 64, ""x_max"": 160, ""y_min"": 36, ""y_max"": 132, ""z_min"": 130, ""z_max"": 226}",14066,14066
73,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI379-Guys-0943-T1_preprocessed.nii.gz,IXI379-Guys-0943-T1,223,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02894-101-seg.nii.gz,BraTS-GLI-02894-101,data\IXI_GLI\IXI379-Guys-0943-T1__BraTS-GLI-02894-101,"[97, 86, 53]","{""x_min"": 49, ""x_max"": 145, ""y_min"": 38, ""y_max"": 134, ""z_min"": 5, ""z_max"": 101}",35174,35174
74,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI282-HH-2025-T1_preprocessed.nii.gz,IXI282-HH-2025-T1,224,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-00469-100-seg.nii.gz,BraTS-GLI-00469-100,data\IXI_GLI\IXI282-HH-2025-T1__BraTS-GLI-00469-100,"[106, 50, 136]","{""x_min"": 58, ""x_max"": 154, ""y_min"": 2, ""y_max"": 98, ""z_min"": 88, ""z_max"": 184}",92315,92315
75,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI360-Guys-0912-T1_preprocessed.nii.gz,IXI360-Guys-0912-T1,225,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02748-100-seg.nii.gz,BraTS-GLI-02748-100,data\IXI_GLI\IXI360-Guys-0912-T1__BraTS-GLI-02748-100,"[171, 137, 91]","{""x_min"": 123, ""x_max"": 219, ""y_min"": 89, ""y_max"": 185, ""z_min"": 43, ""z_max"": 139}",58932,58932
76,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI405-Guys-0948-T1_preprocessed.nii.gz,IXI405-Guys-0948-T1,229,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02236-100-seg.nii.gz,BraTS-GLI-02236-100,data\IXI_GLI\IXI405-Guys-0948-T1__BraTS-GLI-02236-100,"[117, 100, 181]","{""x_min"": 69, ""x_max"": 165, ""y_min"": 52, ""y_max"": 148, ""z_min"": 133, ""z_max"": 229}",511,511
77,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI491-Guys-1032-T1_preprocessed.nii.gz,IXI491-Guys-1032-T1,231,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02763-100-seg.nii.gz,BraTS-GLI-02763-100,data\IXI_GLI\IXI491-Guys-1032-T1__BraTS-GLI-02763-100,"[64, 158, 101]","{""x_min"": 16, ""x_max"": 112, ""y_min"": 110, ""y_max"": 206, ""z_min"": 53, ""z_max"": 149}",17521,17521
78,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI462-IOP-1042-T1_preprocessed.nii.gz,IXI462-IOP-1042-T1,236,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02086-101-seg.nii.gz,BraTS-GLI-02086-101,data\IXI_GLI\IXI462-IOP-1042-T1__BraTS-GLI-02086-101,"[164, 185, 141]","{""x_min"": 116, ""x_max"": 212, ""y_min"": 137, ""y_max"": 233, ""z_min"": 93, ""z_max"": 189}",54449,54449
79,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI176-HH-1604-T1_preprocessed.nii.gz,IXI176-HH-1604-T1,241,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02188-101-seg.nii.gz,BraTS-GLI-02188-101,data\IXI_GLI\IXI176-HH-1604-T1__BraTS-GLI-02188-101,"[96, 194, 126]","{""x_min"": 48, ""x_max"": 144, ""y_min"": 146, ""y_max"": 242, ""z_min"": 78, ""z_max"": 174}",23118,23118
80,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI537-HH-2378-T1_preprocessed.nii.gz,IXI537-HH-2378-T1,247,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02845-100-seg.nii.gz,BraTS-GLI-02845-100,data\IXI_GLI\IXI537-HH-2378-T1__BraTS-GLI-02845-100,"[86, 135, 134]","{""x_min"": 38, ""x_max"": 134, ""y_min"": 87, ""y_max"": 183, ""z_min"": 86, ""z_max"": 182}",18090,18090
81,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI371-IOP-0970-T1_preprocessed.nii.gz,IXI371-IOP-0970-T1,248,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02923-100-seg.nii.gz,BraTS-GLI-02923-100,data\IXI_GLI\IXI371-IOP-0970-T1__BraTS-GLI-02923-100,"[62, 121, 79]","{""x_min"": 14, ""x_max"": 110, ""y_min"": 73, ""y_max"": 169, ""z_min"": 31, ""z_max"": 127}",6846,6846
82,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI387-HH-2101-T1_preprocessed.nii.gz,IXI387-HH-2101-T1,255,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02800-101-seg.nii.gz,BraTS-GLI-02800-101,data\IXI_GLI\IXI387-HH-2101-T1__BraTS-GLI-02800-101,"[70, 123, 116]","{""x_min"": 22, ""x_max"": 118, ""y_min"": 75, ""y_max"": 171, ""z_min"": 68, ""z_max"": 164}",56024,56024
83,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI134-Guys-0780-T1_preprocessed.nii.gz,IXI134-Guys-0780-T1,258,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02335-101-seg.nii.gz,BraTS-GLI-02335-101,data\IXI_GLI\IXI134-Guys-0780-T1__BraTS-GLI-02335-101,"[160, 195, 128]","{""x_min"": 112, ""x_max"": 208, ""y_min"": 147, ""y_max"": 243, ""z_min"": 80, ""z_max"": 176}",33267,33267
84,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI367-Guys-0917-T1_preprocessed.nii.gz,IXI367-Guys-0917-T1,265,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02746-101-seg.nii.gz,BraTS-GLI-02746-101,data\IXI_GLI\IXI367-Guys-0917-T1__BraTS-GLI-02746-101,"[109, 70, 102]","{""x_min"": 61, ""x_max"": 157, ""y_min"": 22, ""y_max"": 118, ""z_min"": 54, ""z_max"": 150}",30155,30155
85,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI213-HH-1642-T1_preprocessed.nii.gz,IXI213-HH-1642-T1,266,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-03049-101-seg.nii.gz,BraTS-GLI-03049-101,data\IXI_GLI\IXI213-HH-1642-T1__BraTS-GLI-03049-101,"[169, 97, 141]","{""x_min"": 121, ""x_max"": 217, ""y_min"": 49, ""y_max"": 145, ""z_min"": 93, ""z_max"": 189}",26770,26770
86,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI150-HH-1550-T1_preprocessed.nii.gz,IXI150-HH-1550-T1,273,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02599-100-seg.nii.gz,BraTS-GLI-02599-100,data\IXI_GLI\IXI150-HH-1550-T1__BraTS-GLI-02599-100,"[177, 188, 117]","{""x_min"": 129, ""x_max"": 225, ""y_min"": 140, ""y_max"": 236, ""z_min"": 69, ""z_max"": 165}",57101,57101
87,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI593-Guys-1109-T1_preprocessed.nii.gz,IXI593-Guys-1109-T1,276,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02228-100-seg.nii.gz,BraTS-GLI-02228-100,data\IXI_GLI\IXI593-Guys-1109-T1__BraTS-GLI-02228-100,"[123, 56, 138]","{""x_min"": 75, ""x_max"": 171, ""y_min"": 8, ""y_max"": 104, ""z_min"": 90, ""z_max"": 186}",33000,33000
88,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI359-Guys-0918-T1_preprocessed.nii.gz,IXI359-Guys-0918-T1,283,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02300-102-seg.nii.gz,BraTS-GLI-02300-102,data\IXI_GLI\IXI359-Guys-0918-T1__BraTS-GLI-02300-102,"[130, 135, 156]","{""x_min"": 82, ""x_max"": 178, ""y_min"": 87, ""y_max"": 183, ""z_min"": 108, ""z_max"": 204}",89788,89788
89,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI543-IOP-1148-T1_preprocessed.nii.gz,IXI543-IOP-1148-T1,284,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02632-103-seg.nii.gz,BraTS-GLI-02632-103,data\IXI_GLI\IXI543-IOP-1148-T1__BraTS-GLI-02632-103,"[106, 151, 66]","{""x_min"": 58, ""x_max"": 154, ""y_min"": 103, ""y_max"": 199, ""z_min"": 18, ""z_max"": 114}",37801,37801
90,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI205-HH-1649-T1_preprocessed.nii.gz,IXI205-HH-1649-T1,291,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02219-100-seg.nii.gz,BraTS-GLI-02219-100,data\IXI_GLI\IXI205-HH-1649-T1__BraTS-GLI-02219-100,"[127, 63, 154]","{""x_min"": 79, ""x_max"": 175, ""y_min"": 15, ""y_max"": 111, ""z_min"": 106, ""z_max"": 202}",13600,13600
